"Sponsor IRN","Sponsor Name","School IRN","School Name","Total Formula Aid Payment FY13 Grade K","Total Formula Aid Payment FY13 Grades 1 -12","Total Formula Aid Payment FY13 Grades K -12","Weighted Special Education FY13","Weighted Vocational Education FY13","WEB_INT_I_AID (Part 1 PBA Total Intervention)","WEB_INT_II_AID (Part 2 PBA Total Intervention)","WEB_INT_III_AID (Part 3PBA Total Intervention)","PBA Total Intervention FY13","PBA All Day Kindergarten FY13","PBA Class Size Reduction FY13","PBA Limited English Proficient FT11","PBA Professional Development FY13","PBA Dropout Provention FY13","PBA Outreach FY13","PBA Guarantee FY13","PBA Total  FY13","Parity Aid FY13","Subsidy for High Performing District FY13","Total Payment FY13"
"046938","ESC of Central Ohio","007999","Charles School at Ohio Dominican University","0.0","2100864.14","2100864.14","117236.84","0.0","459.85","1207.03","16619.52","18286.4","0.0","0.0","3801.0","4769.06","25234.52","25646.56","0.0","77737.54000000001","46047.87","0.0","2341886.39"
"046938","ESC of Central Ohio","009171","Star Academy of Toledo","47428.01","988601.68","1036029.6900000001","71278.1","0.0","1136.1","3029.6","43626.24","47791.939999999995","47004.7","89538.6","0.0","2738.71","18358.0","18358.0","0.0","223789.94999999998","123991.32","0.0","1455089.06"
"046938","ESC of Central Ohio","011972","Graham Expeditionary Middle School","0.0","951012.91","951012.91","105018.52","0.0","297.55","793.47","11425.92","12516.94","0.0","0.0","0.0","2362.13","12711.09","12774.14","0.0","40364.3","13924.88","0.0","1110320.6099999996"
"046938","ESC of Central Ohio","013030","Graham Primary School","79027.7","181783.61","260811.31","35998.45","0.0","81.15","216.4","3116.16","3413.71","69842.82","44213.49","0.0","595.51","3042.45","3127.1","0.0","124235.08000000002","5206.33","0.0","426251.17000000004"
"046938","ESC of Central Ohio","133421","Graham School, The","0.0","1408409.46","1408409.46","352327.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3339.22","18085.84","18275.0","0.0","39700.06","20413.14","0.0","1820849.8199999998"
"046953","Hamilton Local                                              ","000197","Hamilton Alternative Academy                                ","199.64","341036.77","341236.41000000003","56571.95","0.0","54.1","100.02","0.0","154.12","197.86","19.78","0.0","109.9","356.95","356.95","0.0","1195.56","44976.54","0.0","443980.4600000001"
"046961","Gahanna-Jefferson City","009165","Gahanna Community School","0.0","608093.85","608093.85","44768.95","0.0","4.33","0.0","0.0","4.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.33","0.0","0.0","652867.1299999999"
"046979","Groveport Madison Local                                     ","012000","Cruiser Academy                                             ","0.0","1003717.04","1003717.04","63107.77","0.0","108.2","263.53","0.0","371.72999999999996","0.0","0.0","0.0","1315.39","0.0","0.0","0.0","1687.1200000000001","80742.66","0.0","1149254.5899999999"
"047001","Reynoldsburg City","000556","A+ Arts Academy","82079.28","1517125.98","1599205.26","100007.05","0.0","649.2","1731.2","24929.28","27309.68","75778.47","100684.93","0.0","4013.96","20650.56","20666.32","0.0","249103.91999999998","30682.77","5010.92","1984009.92"
"047001","Reynoldsburg City                                           ","011956","Everest High School                                         ","0.0","620015.03","620015.03","27933.34","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","131.28","584.64","584.64","0.0","1300.56","48711.35","0.0","697960.28"
"047001","Reynoldsburg City","012045","Patriot Preparatory Academy","210559.88","2858742.67","3069302.55","51117.5","0.0","459.85","1066.13","8309.76","9835.74","119334.83","145016.95","0.0","5962.06","27129.34","27187.03","0.0","334465.95000000007","116750.2","0.0","3571636.2"
"047001","Reynoldsburg City","013198","Brookwood Academy","0.0","757365.18","757365.18","1868745.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1485.36","7415.15","7733.88","0.0","16634.39","24095.67","0.0","2666840.2699999996"
"047001","Reynoldsburg City","143537","Virtual Community School Of Ohio","84132.7","6276981.84","6361114.54","1485598.18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7846712.72"
"047480","Hardin County ESC","011324","Hardin Community School","0.0","214752.22","214752.22","8638.2","0.0","6.49","0.0","0.0","6.49","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.49","24665.8","0.0","248062.71"
"047993","Lakewood Local","151233","Lakewood Digital Academy","2737.88","256732.99","259470.87","41949.77","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","301420.64"
"048041","Southwest Licking Local","149336","Southwest Licking Digital Acad","370.75","179159.81","179530.56","25808.58","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","205339.14"
"048199","ESC of Lake Erie West                                       ","000131","Glass City Academy                                          ","0.0","1245848.02","1245848.02","115754.08","0.0","405.75","1082.0","15580.8","17068.55","0.0","0.0","0.0","3082.78","20539.88","20539.88","0.0","61231.09","138858.34","0.0","1561691.53"
"048199","ESC of Lake Erie West","000138","Pathway School of Discovery","255221.47","3751575.68","4006797.1500000004","137291.05","0.0","663.27","1344.57","18696.96","20704.8","96298.86","123872.06","0.0","4591.96","28495.42","28495.42","0.0","302458.51999999996","361797.08","0.0","4808343.8"
"048199","ESC of Lake Erie West","000139","Alliance Academy of Cincinnati","158055.35","1474517.77","1632573.12","109909.22","0.0","2080.96","5539.94","77904.0","85524.9","156644.64","137099.86","0.0","4215.52","25641.89","25641.89","0.0","434768.70000000007","15810.11","0.0","2193061.15"
"048199","ESC of Lake Erie West","000296","Summit Academy Community School-Columbus","0.0","331568.27","331568.27","517422.94","0.0","81.15","210.15","2077.44","2368.7400000000002","0.0","0.0","0.0","722.32","3512.77","3544.3","0.0","10148.130000000001","9787.39","0.0","868926.73"
"048199","ESC of Lake Erie West","000297","Summit Academy Community School - Dayton","0.0","606496.75","606496.75","870788.22","0.0","193.14","504.93","7271.04","7969.11","0.0","0.0","0.0","1120.83","6268.01","6268.01","0.0","21625.96","61631.41","0.0","1560542.34"
"048199","ESC of Lake Erie West","000298","Summit Academy Secondary - Akron","0.0","402524.93","402524.93","900581.02","9068.01","81.15","216.4","3116.16","3413.71","0.0","0.0","0.0","760.77","3488.3","3488.3","0.0","11151.08","30479.6","0.0","1353804.6400000001"
"048199","ESC of Lake Erie West","000300","Summit Academy Secondary - Canton","0.0","402262.55","402262.55","651166.39","0.0","81.15","187.07","1849.57","2117.79","0.0","0.0","0.0","478.61","1737.5","1737.5","0.0","6071.4","37726.72","0.0","1097227.06"
"048199","ESC of Lake Erie West","000301","Summit Academy Secondary - Lorain","0.0","434752.02","434752.02","488275.17","0.0","27.05","72.13","249.94","349.12","0.0","0.0","0.0","971.0","0.0","3882.13","0.0","5202.25","52725.28","0.0","980954.72"
"048199","ESC of Lake Erie West","000302","Summit Academy Community School-Parma","0.0","1156867.04","1156867.04","2055765.69","0.0","251.56","649.2","9348.48","10249.24","0.0","0.0","1179.34","1825.33","9935.45","10661.53","0.0","33850.89","85081.19","0.0","3331564.81"
"048199","ESC of Lake Erie West","000303","Summit Academy Secondary - Youngstown","0.0","1113722.65","1113722.65","2122585.11","0.0","825.02","2164.0","31161.6","34150.619999999995","0.0","0.0","0.0","2480.42","18519.96","18694.86","0.0","73845.85999999999","153885.13","0.0","3464038.7499999995"
"048199","ESC of Lake Erie West","000304","Summit Academy Community School-Toledo","0.0","732210.93","732210.93","828547.49","0.0","486.9","1298.4","18696.96","20482.26","0.0","0.0","0.0","1815.89","12142.01","12142.01","0.0","46582.17","82030.99","0.0","1689371.5799999998"
"048199","ESC of Lake Erie West","000305","Summit Academy Community School-Warren","0.0","567653.12","567653.12","970779.96","0.0","225.6","577.07","7047.72","7850.39","0.0","0.0","0.0","1094.47","0.0","4540.02","0.0","13484.880000000001","75384.18","0.0","1627302.14"
"048199","ESC of Lake Erie West","000306","Summit Academy Community School - Cincinnati","0.0","755653.98","755653.98","1005967.58","0.0","135.25","360.67","5193.6","5689.52","0.0","0.0","0.0","1143.74","5939.86","6024.29","0.0","18797.41","11060.3","0.0","1791479.2700000003"
"048199","ESC of Lake Erie West","000318","Menlo Park Academy","108117.68","1641186.03","1749303.71","114553.67","0.0","0.0","0.0","0.0","0.0","27049.61","34816.56","0.0","960.83","4231.56","5517.41","0.0","72575.97","49961.37","5535.88","1991930.6"
"048199","ESC of Lake Erie West","000319","Constellation Schools: Madison Community Elementary","109515.07","1478681.63","1588196.7","119529.57","0.0","513.95","1370.53","19735.68","21620.16","105230.6","136581.01","0.0","4122.26","22808.03","22920.38","0.0","313282.44000000006","187284.86","0.0","2208293.57"
"048199","ESC of Lake Erie West","000338","Horizon Science Academy Toledo","77801.34","2702398.49","2780199.83","187245.46","0.0","1379.55","3678.8","52974.72","58033.07","77106.93","84451.13","0.0","7187.03","47861.43","47861.43","38908.7","361409.72000000003","323622.51","0.0","3652477.5200000005"
"048199","ESC of Lake Erie West","000417","Buckeye On-Line School for Success","70814.12","6941521.64","7012335.76","851703.55","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7864039.31"
"048199","ESC of Lake Erie West                                       ","000481","P.A.C.E. High School                                        ","0.0","678822.34","678822.34","74377.28","0.0","270.5","716.52","9348.48","10335.5","0.0","0.0","0.0","1660.63","9418.85","9418.85","0.0","30833.83","7869.18","0.0","791902.63"
"048199","ESC of Lake Erie West","000543","Pinnacle Academy","207422.7","3341521.6","3548944.3000000003","203066.83","0.0","919.7","2317.88","28045.44","31283.019999999997","191778.03","129614.72","0.0","4749.44","20470.22","32871.36","0.0","410766.79000000004","341677.14","0.0","4504455.0600000005"
"048199","ESC of Lake Erie West","000546","Winterfield Venture Academy","216149.68","2477949.63","2694099.31","169642.03","0.0","1244.3","3318.13","47781.12","52343.55","208737.04","243404.45","0.0","6907.65","46227.61","46227.61","0.0","603847.91","312313.09","0.0","3779902.3399999994"
"048199","ESC of Lake Erie West","000559","Orion Academy","226673.39","3180557.25","3407230.64","121235.28","0.0","2759.1","7357.6","105949.44","116066.14","223830.54","314017.83","0.0","9005.45","55126.01","55137.65","0.0","773183.62","34175.64","0.0","4335825.180000001"
"048199","ESC of Lake Erie West","000560","Apex Academy","241218.37","2699717.65","2940936.02","126082.06","0.0","1623.0","4301.55","60245.76","66170.31","236238.87","252471.17","0.0","7282.84","22190.82","41586.54","0.0","625940.5499999999","369537.34","0.0","4062495.9699999997"
"048199","ESC of Lake Erie West","000564","Virtual Schoolhouse, Inc.","32198.58","2147636.21","2179834.79","1183846.64","0.0","973.8","2596.8","37393.92","40964.52","31911.19","42841.2","0.0","4985.64","23883.44","27760.78","0.0","172346.77","220412.7","0.0","3756440.9"
"048199","ESC of Lake Erie West","000577","Emerson Academy","235058.14","3339240.02","3574298.16","281102.2","0.0","1798.28","4472.26","64400.64","70671.18","198787.75","294331.4","0.0","9047.55","56171.35","56171.35","0.0","685180.5800000001","424121.27","0.0","4964702.209999999"
"048199","ESC of Lake Erie West","000585","FCI Academy","154376.33","2168056.18","2322432.5100000002","145985.96","0.0","1460.7","3895.2","56090.88","61446.78","150171.95","156423.06","0.0","5972.65","32662.18","32738.79","0.0","439415.41000000003","28373.84","0.0","2936207.72"
"048199","ESC of Lake Erie West","000609","Summit Academy Middle School - Lorain","0.0","489623.62","489623.62","1000017.61","0.0","162.3","432.8","1499.65","2094.75","0.0","0.0","0.0","1066.25","0.0","4286.49","0.0","7447.49","57021.63","0.0","1554110.3499999999"
"048199","ESC of Lake Erie West","000610","Summit Academy Middle School - Columbus","0.0","300653.08","300653.08","469536.35","0.0","54.1","144.27","2077.44","2275.81","0.0","0.0","0.0","463.02","2163.96","2238.48","0.0","7141.27","13426.12","0.0","790756.82"
"048199","ESC of Lake Erie West","000613","Heir Force Community School","117357.94","1471095.44","1588453.38","39388.74","0.0","0.0","0.0","0.0","0.0","77954.88","84779.44","0.0","1625.66","0.0","8700.38","0.0","173060.36000000002","206598.83","0.0","2007501.3099999998"
"048199","ESC of Lake Erie West","000616","Summit Academy Alternative LearnersWarren Middle & Secondary","0.0","542441.83","542441.83","1064138.96","0.0","247.24","649.2","7928.68","8825.12","0.0","0.0","0.0","816.19","0.0","3476.82","0.0","13118.130000000001","60332.75","0.0","1680031.6700000002"
"048199","ESC of Lake Erie West","000623","Summit Academy-Youngstown","0.0","986776.42","986776.42","1493058.17","0.0","879.12","2308.27","33239.04","36426.43","0.0","0.0","0.0","2221.94","17362.62","17511.24","0.0","73522.23000000001","147893.76","0.0","2701250.58"
"048199","ESC of Lake Erie West","000629","Summit Academy Community School - Painesville","0.0","511184.42","511184.42","819768.03","0.0","81.15","216.4","513.19","810.74","0.0","0.0","2110.15","336.45","0.0","173.39","0.0","3430.73","30212.36","0.0","1364595.5399999998"
"048199","ESC of Lake Erie West","000633","Summit Academy Toledo Learning Center","0.0","930319.13","930319.13","1240946.97","0.0","459.85","1226.27","17658.24","19344.36","0.0","0.0","0.0","2247.24","14890.09","14890.09","0.0","51371.78","100757.11","0.0","2323394.9899999998"
"048199","ESC of Lake Erie West","000634","Summit Academy Secondary School - Middletown","0.0","298519.84","298519.84","482276.08","0.0","54.1","140.42","0.0","194.51999999999998","0.0","0.0","0.0","184.99","0.0","843.01","0.0","1222.52","13321.73","0.0","795340.17"
"048199","ESC of Lake Erie West","000804","Horizon Science Academy-Cincinnati","112538.15","2313277.73","2425815.88","127842.98","0.0","1352.5","3606.67","51164.75","56123.92","111533.69","130676.76","0.0","6292.5","37551.41","37551.41","0.0","379729.69000000006","28943.2","0.0","2962331.75"
"048199","ESC of Lake Erie West","000808","Horizon Science Academy-Dayton","119382.84","616763.79","736146.63","61108.11","0.0","405.53","1009.86","14393.09","15808.48","117441.09","104890.3","0.0","1900.33","11086.26","11086.26","0.0","262212.72","87496.27","0.0","1146963.73"
"048199","ESC of Lake Erie West","000825","Horizon Science Academy-Springfield","164329.66","2105427.26","2269756.92","107687.69","0.0","1217.25","3181.08","43626.24","48024.57","159979.9","172488.75","0.0","5691.92","38078.34","38078.34","141367.39","603709.21","257183.99","7254.58","3245592.3899999997"
"048199","ESC of Lake Erie West","000838","Horizon Science Academy-Denison Middle School","57951.74","1601943.12","1659894.86","84872.42","0.0","568.05","1514.8","21813.12","23895.969999999998","54607.98","104887.99","46819.91","4289.33","23448.83","23454.91","0.0","281404.92","197370.5","0.0","2223542.7"
"048199","ESC of Lake Erie West","000858","Horizon Science Academy-Cleveland Middle School","0.0","869447.0","869447.0","59384.49","0.0","270.5","721.33","10387.2","11379.03","0.0","0.0","2358.69","2112.05","10862.85","11868.35","0.0","38580.97","100294.28","2591.31","1070298.05"
"048199","ESC of Lake Erie West","132746","Summit Acdy Comm Schl for Alternative Learners of Middletown","0.0","606953.07","606953.07","876375.57","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","505.4","0.0","2276.24","0.0","2781.64","28320.97","0.0","1514431.2499999998"
"048199","ESC of Lake Erie West","132761","Summit Academy Community School Alternative Learners -Xenia","0.0","847429.89","847429.89","1148140.0","0.0","81.15","147.15","0.0","228.3","0.0","0.0","0.0","47.04","0.0","61.05","0.0","336.39000000000004","34592.36","0.0","2030498.6400000004"
"048199","ESC of Lake Erie West","132779","Summit Academy Akron Middle School","0.0","358718.9","358718.9","570325.61","0.0","54.1","144.27","2077.44","2275.81","0.0","0.0","0.0","739.22","3543.06","3543.06","0.0","10101.15","29153.82","0.0","968299.4800000001"
"048199","ESC of Lake Erie West","132951","Constellation Schools: Lorain Community Elementary","172457.73","834767.23","1007224.96","31005.67","0.0","299.71","793.47","7832.59","8925.77","151076.43","147014.89","0.0","2541.81","0.0","10683.55","0.0","320242.44999999995","142439.6","3515.94","1504428.6200000003"
"048199","ESC of Lake Erie West","132969","Constellation Schools: Elyria Community","233888.84","2095046.14","2328934.98","179692.11","0.0","351.65","937.73","3249.25","4538.63","206532.36","249693.42","0.0","4542.65","0.0","17152.26","0.0","482459.32000000007","160027.09","0.0","3151113.499999999"
"048199","ESC of Lake Erie West","132993","Constellation Schools: Westpark Community Elementary","193761.84","1474688.89","1668450.73","135920.14","0.0","81.15","216.4","3116.16","3413.71","170127.04","235308.99","0.0","4174.46","23182.14","23261.93","0.0","459468.27","189478.59","5550.16","2458867.8900000006"
"048199","ESC of Lake Erie West","133215","Intergenerational School, The","93458.58","1089161.62","1182620.2000000002","80294.89","0.0","347.86","856.47","11425.92","12630.25","67101.12","80816.2","0.0","2372.68","11271.94","12836.37","0.0","187028.56","108926.7","3803.24","1562673.5899999999"
"048199","ESC of Lake Erie West","133256","Constellation Schools: Parma Community","247178.96","5330760.2","5577939.16","575930.11","0.0","319.19","721.33","10387.2","11427.720000000001","38440.4","39744.49","3538.03","5656.43","30980.02","37500.4","0.0","167287.49000000002","261002.16","0.0","6582158.920000001"
"048199","ESC of Lake Erie West","133280","Washington Park Community","72867.45","1153615.8","1226483.25","78727.83","0.0","595.1","1586.93","22851.84","25033.87","72217.08","87014.43","0.0","3098.85","17208.92","17243.2","0.0","221816.35000000003","143374.49","0.0","1670401.9200000002"
"048199","ESC of Lake Erie West","133306","Summit Academy Community School for Alternative Learn-Canton","0.0","567653.12","567653.12","1007110.91","0.0","135.25","298.64","2774.36","3208.25","0.0","0.0","0.0","854.37","3621.04","3621.04","0.0","11304.7","54394.79","0.0","1640463.5200000003"
"048199","ESC of Lake Erie West","133322","Summit Academy Community School Alternative Learners-Lorain","0.0","784344.66","784344.66","1523419.11","0.0","163.92","432.8","1499.65","2096.37","0.0","0.0","0.0","1754.48","83.42","7041.53","0.0","10975.8","91336.82","0.0","2410076.3899999997"
"048199","ESC of Lake Erie West","133363","Quest Academy Community","52333.37","514093.41","566426.78","15141.66","0.0","568.05","1373.42","0.0","1941.47","40701.6","42091.4","0.0","629.1","0.0","3366.89","0.0","88730.46","81080.79","0.0","751379.6900000001"
"048199","ESC of Lake Erie West","133413","Electronic Classroom Of Tomorrow","333450.77","77623176.49","77956627.25999999","10413422.95","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","88370050.21"
"048199","ESC of Lake Erie West","133538","Edge Academy, The","124773.03","1240201.15","1364974.18","113520.61","0.0","432.8","1154.13","16619.52","18206.45","113427.45","154841.66","0.0","3527.93","17004.07","17004.07","0.0","324011.63","135081.35","0.0","1937587.77"
"048199","ESC of Lake Erie West","133587","Summit Academy Akron Elementary School","0.0","631651.0","631651.0","1264698.21","0.0","405.75","1082.0","15466.87","16954.620000000003","0.0","0.0","0.0","1358.37","6412.99","6412.99","0.0","31138.97","51907.72","0.0","1979395.9000000001"
"048199","ESC of Lake Erie West","133629","Horizon Science Acad Cleveland","0.0","2710555.08","2710555.08","121489.69","0.0","784.45","2065.42","28045.44","30895.309999999998","0.0","0.0","0.0","6666.97","35105.41","37164.71","0.0","109832.4","309800.16","8078.57","3259755.9000000004"
"048199","ESC of Lake Erie West","133660","Horizon Science Academy Columbus","0.0","2418857.11","2418857.11","91915.64","0.0","667.59","1659.07","23890.56","26217.22","0.0","0.0","49608.69","6130.52","33352.73","33420.83","0.0","148729.99","29676.13","0.0","2689178.87"
"048199","ESC of Lake Erie West","134098","Constellation Schools: Old Brooklyn Community Elementary","198439.04","1460543.2","1658982.24","31274.19","0.0","108.2","288.53","4154.88","4551.61","159782.05","191719.42","0.0","3429.11","18944.69","19392.71","0.0","397819.58999999997","164498.76","0.0","2252574.7800000003"
"048199","ESC of Lake Erie West","134122","Autism Model School","0.0","593662.96","593662.96","2529229.81","67566.53","54.1","144.27","2077.44","2275.81","0.0","0.0","0.0","1120.37","7355.56","7355.56","0.0","18107.3","49227.82","1769.36","3259563.78"
"048199","ESC of Lake Erie West","143297","The Autism Academy Of Learning","6473.94","285537.73","292011.67","1238663.73","0.0","0.0","0.0","0.0","0.0","6416.16","266.1","0.0","643.01","4240.14","4240.14","0.0","15805.55","28716.59","0.0","1575197.5399999998"
"048199","ESC of Lake Erie West","143479","Constellation Schools: Puritas Community Elementary","114819.72","895285.71","1010105.4299999999","29965.13","0.0","0.0","0.0","0.0","0.0","105428.45","135530.74","0.0","2509.0","13933.3","13956.23","0.0","271357.72","114698.78","3352.74","1429479.8"
"048199","ESC of Lake Erie West","143487","Constellation Schools: Stockyard Community Elementary","126712.36","1377779.46","1504491.82","87358.78","0.0","649.2","1731.2","24929.28","27309.68","125016.1","158686.69","79546.68","3892.39","21615.74","21647.61","0.0","437714.88999999996","176675.65","0.0","2206241.14"
"048199","ESC of Lake Erie West","143495","Constellation Schools: Mansfield Community Elementary","103468.94","554933.4","658402.3400000001","47170.96","0.0","730.35","1947.6","11717.74","14395.689999999999","92567.88","107673.95","0.0","1568.05","0.0","5360.98","0.0","221566.55000000002","73026.11","0.0","1000165.96"
"048199","ESC of Lake Erie West","143529","North Dayton School Of Science & Discovery","239963.5","2426272.2","2666235.7","151027.05","0.0","1137.18","3029.6","43477.25","47644.03","226176.53","252991.68","0.0","6891.4","32338.66","32338.66","0.0","598380.9600000001","326411.17","0.0","3742054.88"
"048280","Mahoning County ESC                                         ","009996","Mahoning County High School                                 ","0.0","639864.63","639864.63","80014.44","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1579.96","12957.81","12957.81","0.0","27495.58","101372.01","0.0","848746.6600000001"
"048280","Mahoning County ESC","013083","Bio-Med Science Academy","0.0","352843.87","352843.87","50749.69","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.27","73.08","73.08","0.0","170.43","13889.38","0.0","417653.37000000005"
"048280","Mahoning County ESC","134072","Youngstown Community School","136180.85","1561217.21","1697398.06","72027.31","0.0","1163.15","3101.73","44664.96","48929.84","134965.38","165313.19","0.0","4511.9","38180.71","38180.71","0.0","430081.7300000001","283843.81","5464.82","2488815.73"
"048280","Mahoning County ESC                                         ","148999","Mahoning Unlimited Classroom                                ","0.0","873097.47","873097.47","118924.76","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","992022.23"
"048421","Pleasant Local                                              ","011436","Pleasant Education Academy                                  ","0.0","272875.06","272875.06","4398.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","180.09","0.0","0.0","0.0","180.09","19696.53","0.0","297150.18000000005"
"048421","Pleasant Local","151035","Pleasant Community Digital","266344.09","0.0","266344.09","22384.01","0.0","201.79","70.69","0.0","272.48","49209.37","12900.12","0.0","85.61","41.7","41.7","0.0","62550.98","8540.05","0.0","359819.13"
"048439","Ridgedale Local","151167","Ridgedale Community School","0.0","218744.95","218744.95","42196.81","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16689.3","0.0","277631.06"
"048660","Montgomery County ESC                                       ","143115","Mound Street IT Careers Academy                             ","0.0","426766.55","426766.55","44647.94","99202.57","81.15","216.4","3002.23","3299.78","0.0","0.0","0.0","882.18","5012.29","5012.29","0.0","14206.54","43710.14","0.0","628533.7400000002"
"048660","Montgomery County ESC                                       ","143123","Mound Street Military Careers Academy                       ","0.0","390147.46","390147.46","35553.04","87791.31","135.25","360.67","5193.6","5689.52","0.0","0.0","0.0","815.48","4669.47","4669.47","0.0","15843.940000000002","41923.02","0.0","571258.77"
"048660","Montgomery County ESC                                       ","143131","Mound Street Health Careers Acadmy                          ","0.0","578604.61","578604.61","25271.45","132810.43","111.99","288.53","4154.88","4555.4","0.0","0.0","0.0","1317.55","7389.26","7389.26","0.0","20651.47","61992.1","0.0","819330.06"
"048793","Cardington-Lincoln Local                                    ","151076","Cardington Lincoln Local Digital Academy                    ","2538.24","184053.77","186592.00999999998","39721.35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","226313.36"
"048843","Franklin Local                                              ","148932","Franklin Local Community School                             ","0.0","495897.93","495897.93","50915.62","0.0","269.96","402.5","0.0","672.46","0.0","0.0","0.0","62.45","0.0","0.0","0.0","734.9100000000001","67169.56","0.0","614718.02"
"048850","Maysville Local","012033","Foxfire Intermediate School","0.0","457396.53","457396.53","127391.86","0.0","107.66","198.61","2077.44","2383.71","0.0","1807.86","0.0","709.29","12.51","35.84","0.0","4949.21","50983.16","0.0","640720.76"
"048850","Maysville Local                                             ","149328","Foxfire High School                                         ","0.0","1348119.14","1348119.14","181042.13","0.0","562.64","1320.99","13503.36","15386.990000000002","0.0","0.0","0.0","1762.55","111.45","172.5","0.0","17433.49","167297.01","0.0","1713891.77"
"049163","Portage County ESC","011947","Imagine Akron Academy","298656.73","0.0","298656.73","4208.36","0.0","324.6","865.6","12464.64","13654.84","295991.08","100729.31","0.0","790.57","3774.01","3774.01","0.0","418713.82000000007","30339.66","0.0","751918.5700000001"
"049163","Portage County ESC","011948","Imagine Cleveland Academy","141713.64","923120.8","1064834.44","43088.77","0.0","459.85","1226.27","17658.24","19344.36","137141.79","147718.28","0.0","2682.29","14424.12","14483.38","0.0","335794.22000000003","122530.37","0.0","1566247.8000000003"
"049163","Portage County ESC","012052","Imagine on Superior","119325.81","784743.93","904069.74","32463.39","0.0","513.95","1334.47","16646.14","18494.559999999998","105400.19","129604.42","0.0","2021.12","8978.02","8978.02","0.0","273476.33","115397.29","0.0","1325406.75"
"049163","Portage County ESC","012078","Quest Community School","0.0","267741.53","267741.53","52780.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","401.91","2039.94","2184.45","0.0","4626.299999999999","19460.24","0.0","344608.74"
"049163","Portage County ESC","012558","Global Village Academy","104866.39","470458.5","575324.89","731.04","0.0","0.0","0.0","0.0","0.0","12747.52","8791.14","1179.34","103.44","527.05","1498.62","0.0","24847.109999999997","5098.28","0.0","606001.3200000001"
"049163","Portage County ESC","012644","STEAM Academy of Warren","61573.71","685609.99","747183.7","24060.02","0.0","432.8","1154.13","14095.43","15682.36","58225.9","70058.06","0.0","1910.35","243.95","8474.23","0.0","154594.85000000003","110481.65","0.0","1036320.22"
"049197","Field Local","011487","Falcon Academy of Creative Arts","0.0","943426.72","943426.72","93083.32","0.0","0.0","0.0","0.0","0.0","0.0","1421.22","0.0","117.44","530.58","530.58","0.0","2599.82","8849.81","0.0","1047959.6699999999"
"049684","Seneca East Local","000311","Bridges Community Academy","13176.03","710387.76","723563.79","193203.66","39729.64","64.92","85.6","0.0","150.51999999999998","1045.81","986.05","0.0","60.69","333.6","333.6","0.0","2910.27","48691.7","0.0","1008099.06"
"049965","Summit County ESC","011381","Greater Summit County Early Learning Center","106606.11","339154.49","445760.6","18957.55","0.0","0.0","0.0","0.0","0.0","75100.11","37880.6","0.0","428.43","1798.88","1798.88","0.0","117006.9","15682.73","0.0","597407.78"
"050401","Warren County ESC                                           ","000282","Greater Ohio Virtual School                                 ","0.0","2256238.68","2256238.68","308815.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2565053.6900000004"
"050401","Warren County ESC","012545","Imagine Woodbury Academy","117871.3","693196.19","811067.49","20680.09","0.0","432.8","1154.14","16321.54","17908.48","110487.89","120174.35","0.0","2030.67","9567.65","9567.65","0.0","269736.69","93988.54","0.0","1195472.8099999998"
"050526","Tri-County ESC","009971","Ashland County Community Academy","0.0","677795.62","677795.62","81987.98","8088.99","2.16","0.0","0.0","2.16","0.0","0.0","0.0","4.7","26.12","26.12","0.0","59.10000000000001","21612.22","0.0","789543.9099999999"
"050526","Tri-County ESC","012501","Beacon Hill Academy","0.0","394824.65","394824.65","21821.65","7511.21","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","608.88","0.0","424766.3900000001"
